Variable1,Variable2,Correlation,P-Value,Significant
DERS_Limited Access to Emotion Regulation Strategies,DigitSpan_Backwards_Span,-0.11302681595599762,0.27807514303974423,False
DERS_Limited Access to Emotion Regulation Strategies,DigitSpan_Backwards_Total Score,-0.18810050211133553,0.06944040001558865,False
DERS_Limited Access to Emotion Regulation Strategies,DERS_Total Score,0.9244681696941407,2.6574541818231793e-40,True
DERS_Limited Access to Emotion Regulation Strategies,DERS_Total Score Norm,0.9224209950223907,8.677510321072003e-40,True
DERS_Limited Access to Emotion Regulation Strategies,DERS_Non-Acceptance of Emotional Reactions Norm,0.6587052251507686,5.341777961261924e-13,True
DERS_Limited Access to Emotion Regulation Strategies,DERS_Problems with Goal-Oriented Behavior Norm,0.7571951240377057,1.0467529775721871e-18,True
DERS_Limited Access to Emotion Regulation Strategies,DERS_Impulse Control Problems Norm,0.6934193277168647,9.489454891435972e-15,True
DERS_Limited Access to Emotion Regulation Strategies,DERS_Lack of Emotional Awareness Norm,0.4161641084547623,3.0226049421957583e-05,False
DERS_Limited Access to Emotion Regulation Strategies,DERS_Limited Access to Emotion Regulation Strategies Norm,0.9999661042163368,1.4210942831260143e-193,True
DERS_Limited Access to Emotion Regulation Strategies,DERS_Lack of Emotional Clarity Norm,0.6440412033775106,2.5120527406307004e-12,True
DERS_Limited Access to Emotion Regulation Strategies,DERS_Non-Acceptance of Emotional Reactions,0.6600624563437948,4.608605249428379e-13,True
DERS_Limited Access to Emotion Regulation Strategies,DERS_Problems with Goal-Oriented Behavior,0.7588760668153687,7.929231907451949e-19,True
DERS_Limited Access to Emotion Regulation Strategies,DERS_Impulse Control Problems,0.7001632553840506,4.057492233402764e-15,True
DERS_Limited Access to Emotion Regulation Strategies,DERS_Lack of Emotional Awareness,0.42412668783405544,2.044736155076912e-05,False
DERS_Limited Access to Emotion Regulation Strategies,DERS_Limited Access to Emotion Regulation Strategies,1.0,0.0,True
DERS_Limited Access to Emotion Regulation Strategies,DERS_Lack of Emotional Clarity,0.6439197628975496,2.5435803266270075e-12,True
DERS_Limited Access to Emotion Regulation Strategies,CERQ_Self-Blame Norm,0.454833631524696,4.116635110912463e-06,True
DERS_Limited Access to Emotion Regulation Strategies,CERQ_Acceptance Norm,-0.01518473048184507,0.8845056223706129,False
DERS_Limited Access to Emotion Regulation Strategies,CERQ_Rumination Norm,0.5155950471148116,1.0496048347814197e-07,True
DERS_Limited Access to Emotion Regulation Strategies,CERQ_Positive Refocusing Norm,-0.5384737514967771,2.1687492384465686e-08,True
DERS_Limited Access to Emotion Regulation Strategies,CERQ_Refocusing on Planning Norm,-0.5177785985890725,9.074535302463743e-08,True
DERS_Limited Access to Emotion Regulation Strategies,CERQ_Positive Reappraisal Norm,-0.6852114056289201,2.587865046883744e-14,True
DERS_Limited Access to Emotion Regulation Strategies,CERQ_Putting into Perspective Norm,-0.5188234816743807,8.461042302197775e-08,True
DERS_Limited Access to Emotion Regulation Strategies,CERQ_Catastrophizing Norm,0.6450254164588357,2.2700722510122044e-12,True
DERS_Limited Access to Emotion Regulation Strategies,CERQ_Other-Blame Norm,0.41116897269032954,3.8432717457805847e-05,False
DERS_Limited Access to Emotion Regulation Strategies,CERQ_Self-Blame,0.4548336315246954,4.116635110912463e-06,True
DERS_Limited Access to Emotion Regulation Strategies,CERQ_Acceptance,-0.015184688100233804,0.8845059424993066,False
DERS_Limited Access to Emotion Regulation Strategies,CERQ_Rumination,0.5155973576443382,1.0494437841180979e-07,True
DERS_Limited Access to Emotion Regulation Strategies,CERQ_Positive Refocusing,-0.5384711325745696,2.1691554082374308e-08,True
DERS_Limited Access to Emotion Regulation Strategies,CERQ_Refocusing on Planning,-0.5177761250856361,9.076036615719313e-08,True
DERS_Limited Access to Emotion Regulation Strategies,CERQ_Positive Reappraisal,-0.6852114056289192,2.5878650468837005e-14,True
DERS_Limited Access to Emotion Regulation Strategies,CERQ_Putting into Perspective,-0.5188218440544169,8.461972161987404e-08,True
DERS_Limited Access to Emotion Regulation Strategies,CERQ_Catastrophizing,0.6450253637936885,2.2700845770208945e-12,True
DERS_Limited Access to Emotion Regulation Strategies,CERQ_Other-Blame,0.41117037443900134,3.843014737457799e-05,False
DERS_Lack of Emotional Clarity,Age,-0.17698929965184945,0.08791210969800535,False
DERS_Lack of Emotional Clarity,Sex_f1_m2,0.1864541628421227,0.0719606171162528,False
DERS_Lack of Emotional Clarity,Group_MDD1_HC2,-0.5805770726152805,8.587436583613346e-10,True
DERS_Lack of Emotional Clarity,Factor1,-0.26040405668274635,0.011250387563743273,False
DERS_Lack of Emotional Clarity,Factor2,-0.3394190219130608,0.000817816701551295,False
DERS_Lack of Emotional Clarity,Factor3,0.10387332904862219,0.31909821264674865,False
DERS_Lack of Emotional Clarity,Factor4,0.041298787543864394,0.6926821056256296,False
DERS_Lack of Emotional Clarity,Factor5,0.3699738482858367,0.00024239358171536228,False
DERS_Lack of Emotional Clarity,BVAQ_New,0.5644420337370137,3.1225695557234092e-09,True
DERS_Lack of Emotional Clarity,BDI-II Sum score,0.5349862762968541,2.7790663841383193e-08,True
DERS_Lack of Emotional Clarity,STAI2,0.6285371371648072,1.1817427609583339e-11,True
DERS_Lack of Emotional Clarity,STAI1,0.5602729086375795,4.3106273525975415e-09,True
DERS_Lack of Emotional Clarity,WMS Correct Norm,-0.10394773208695916,0.31874981054492246,False
DERS_Lack of Emotional Clarity,WMS Correct,-0.10234893885958242,0.3262903061053201,False
DERS_Lack of Emotional Clarity,DigitSpan_Forwards_Span,-0.07580079891619415,0.4677600034961778,False
DERS_Lack of Emotional Clarity,DigitSpan_ForwardsTotal Score,-0.12740959337117364,0.22104722300704926,False
DERS_Lack of Emotional Clarity,DigitSpan_Backwards_Span,-0.16113420777878168,0.12077987959303334,False
DERS_Lack of Emotional Clarity,DigitSpan_Backwards_Total Score,-0.2300581708658425,0.025703385810620046,False
DERS_Lack of Emotional Clarity,DERS_Total Score,0.7747217488956956,5.149592304025312e-20,True
DERS_Lack of Emotional Clarity,DERS_Total Score Norm,0.7724527562558213,7.72060865191439e-20,True
DERS_Lack of Emotional Clarity,DERS_Non-Acceptance of Emotional Reactions Norm,0.5828913352271048,7.094607233061488e-10,True
DERS_Lack of Emotional Clarity,DERS_Problems with Goal-Oriented Behavior Norm,0.4931555995584341,4.421635767819439e-07,True
DERS_Lack of Emotional Clarity,DERS_Impulse Control Problems Norm,0.37892041395434367,0.00016583850138287719,False
DERS_Lack of Emotional Clarity,DERS_Lack of Emotional Awareness Norm,0.5394187905135928,2.0268270725150974e-08,True
DERS_Lack of Emotional Clarity,DERS_Limited Access to Emotion Regulation Strategies Norm,0.6424117944060079,2.9682843885021274e-12,True
DERS_Lack of Emotional Clarity,DERS_Lack of Emotional Clarity Norm,0.9998108443398646,3.148664655905042e-159,True
DERS_Lack of Emotional Clarity,DERS_Non-Acceptance of Emotional Reactions,0.5722870456484553,1.6815124649738192e-09,True
DERS_Lack of Emotional Clarity,DERS_Problems with Goal-Oriented Behavior,0.49681862740957233,3.520921094282987e-07,True
DERS_Lack of Emotional Clarity,DERS_Impulse Control Problems,0.39459823769491764,8.301299253868588e-05,False
DERS_Lack of Emotional Clarity,DERS_Lack of Emotional Awareness,0.5763079657533396,1.2166494365002265e-09,True
DERS_Lack of Emotional Clarity,DERS_Limited Access to Emotion Regulation Strategies,0.6439197628975496,2.5435803266270075e-12,True
DERS_Lack of Emotional Clarity,DERS_Lack of Emotional Clarity,1.0,0.0,True
DERS_Lack of Emotional Clarity,CERQ_Self-Blame Norm,0.3522773957570419,0.000497529363592996,False
DERS_Lack of Emotional Clarity,CERQ_Acceptance Norm,-0.0009768513244058229,0.9925445115159375,False
DERS_Lack of Emotional Clarity,CERQ_Rumination Norm,0.27791729711045493,0.0066857497446857475,False
DERS_Lack of Emotional Clarity,CERQ_Positive Refocusing Norm,-0.3900468906742537,0.00010184843085585478,False
DERS_Lack of Emotional Clarity,CERQ_Refocusing on Planning Norm,-0.4856937072942592,6.975569483781114e-07,True
DERS_Lack of Emotional Clarity,CERQ_Positive Reappraisal Norm,-0.4896936824381496,5.470486676614048e-07,True
DERS_Lack of Emotional Clarity,CERQ_Putting into Perspective Norm,-0.4721323641288084,1.554723623185363e-06,True
DERS_Lack of Emotional Clarity,CERQ_Catastrophizing Norm,0.37235969390705526,0.00021929443615837925,False
DERS_Lack of Emotional Clarity,CERQ_Other-Blame Norm,0.29864783820238605,0.003457951092508455,False
DERS_Lack of Emotional Clarity,CERQ_Self-Blame,0.3522773957570418,0.000497529363592996,False
DERS_Lack of Emotional Clarity,CERQ_Acceptance,-0.0009770656912120724,0.9925428754803991,False
DERS_Lack of Emotional Clarity,CERQ_Rumination,0.2779175506741198,0.006685697771966084,False
DERS_Lack of Emotional Clarity,CERQ_Positive Refocusing,-0.3900467842771424,0.00010184891419297581,False
DERS_Lack of Emotional Clarity,CERQ_Refocusing on Planning,-0.4856920742664791,6.976257293326444e-07,True
DERS_Lack of Emotional Clarity,CERQ_Positive Reappraisal,-0.48969368243814926,5.470486676614048e-07,True
DERS_Lack of Emotional Clarity,CERQ_Putting into Perspective,-0.4721311471052809,1.5548330698697935e-06,True
DERS_Lack of Emotional Clarity,CERQ_Catastrophizing,0.37235907191239875,0.00021930018381553803,False
DERS_Lack of Emotional Clarity,CERQ_Other-Blame,0.29864680137639227,0.0034580692892571424,False
CERQ_Self-Blame Norm,Age,-0.14340887285534717,0.16791442221031797,False
CERQ_Self-Blame Norm,Sex_f1_m2,0.058648549680219764,0.5744605740636506,False
CERQ_Self-Blame Norm,Group_MDD1_HC2,-0.4072664860836193,4.624436209114556e-05,False
CERQ_Self-Blame Norm,Factor1,-0.14036818046187616,0.17720777805350796,False
CERQ_Self-Blame Norm,Factor2,-0.32822409847660683,0.0012394645449241347,False
CERQ_Self-Blame Norm,Factor3,0.12742580588372143,0.22098798364965194,False
CERQ_Self-Blame Norm,Factor4,-0.059356079114393896,0.5698448089690172,False
CERQ_Self-Blame Norm,Factor5,0.44113651983910784,8.578077791434506e-06,True
CERQ_Self-Blame Norm,BVAQ_New,0.20056557408933293,0.05258891355392715,False
CERQ_Self-Blame Norm,BDI-II Sum score,0.5114349562567958,1.3810809065603704e-07,True
CERQ_Self-Blame Norm,STAI2,0.5071845967160599,1.8212544674225476e-07,True
CERQ_Self-Blame Norm,STAI1,0.3231379590857839,0.0014896060711027423,False
CERQ_Self-Blame Norm,WMS Correct Norm,-0.03820866759673431,0.7146458307599968,False
CERQ_Self-Blame Norm,WMS Correct,0.011254319959941967,0.9142668877489998,False
CERQ_Self-Blame Norm,DigitSpan_Forwards_Span,-0.043391594770019526,0.677948728603133,False
CERQ_Self-Blame Norm,DigitSpan_ForwardsTotal Score,-0.12158141091097556,0.24307310603903007,False
CERQ_Self-Blame Norm,DigitSpan_Backwards_Span,-0.12685193617005436,0.22309168234239474,False
CERQ_Self-Blame Norm,DigitSpan_Backwards_Total Score,-0.19339924693975954,0.061809312241681874,False
CERQ_Self-Blame Norm,DERS_Total Score,0.4558055760439708,3.90291585992367e-06,True
CERQ_Self-Blame Norm,DERS_Total Score Norm,0.4537407860157608,4.370095768327334e-06,True
CERQ_Self-Blame Norm,DERS_Non-Acceptance of Emotional Reactions Norm,0.42723013269075466,1.7511037990429632e-05,True
CERQ_Self-Blame Norm,DERS_Problems with Goal-Oriented Behavior Norm,0.40106844308438877,6.175243635431072e-05,False
CERQ_Self-Blame Norm,DERS_Impulse Control Problems Norm,0.21711993074287475,0.03555018360261006,False
CERQ_Self-Blame Norm,DERS_Lack of Emotional Awareness Norm,0.21546915621509596,0.03700893190892244,False
CERQ_Self-Blame Norm,DERS_Limited Access to Emotion Regulation Strategies Norm,0.4548064963395007,4.122757180436789e-06,True
CERQ_Self-Blame Norm,DERS_Lack of Emotional Clarity Norm,0.35360902980509057,0.00047199851856529216,False
CERQ_Self-Blame Norm,DERS_Non-Acceptance of Emotional Reactions,0.425252940562385,1.9332186087606937e-05,True
CERQ_Self-Blame Norm,DERS_Problems with Goal-Oriented Behavior,0.4016898620709428,6.000304356023599e-05,False
CERQ_Self-Blame Norm,DERS_Impulse Control Problems,0.22173735177200662,0.03172383663401222,False
CERQ_Self-Blame Norm,DERS_Lack of Emotional Awareness,0.2271909043769325,0.027657732201996035,False
CERQ_Self-Blame Norm,DERS_Limited Access to Emotion Regulation Strategies,0.454833631524696,4.116635110912463e-06,True
CERQ_Self-Blame Norm,DERS_Lack of Emotional Clarity,0.3522773957570419,0.000497529363592996,False
CERQ_Self-Blame Norm,CERQ_Self-Blame Norm,1.0,0.0,True
CERQ_Self-Blame Norm,CERQ_Acceptance Norm,0.22169702804494343,0.03175568447938496,False
CERQ_Self-Blame Norm,CERQ_Rumination Norm,0.23520230965438493,0.02249092556920615,False
CERQ_Self-Blame Norm,CERQ_Positive Refocusing Norm,-0.2611858294814047,0.01099968277309072,False
CERQ_Self-Blame Norm,CERQ_Refocusing on Planning Norm,-0.2956725487999651,0.0038123973324784934,False
CERQ_Self-Blame Norm,CERQ_Positive Reappraisal Norm,-0.3395094647025989,0.000815022462762247,False
CERQ_Self-Blame Norm,CERQ_Putting into Perspective Norm,-0.13566884612458213,0.19230312606097172,False
CERQ_Self-Blame Norm,CERQ_Catastrophizing Norm,0.3743727086211538,0.0002014044451411044,False
CERQ_Self-Blame Norm,CERQ_Other-Blame Norm,-0.1578889752146411,0.1285464545710431,False
CERQ_Self-Blame Norm,CERQ_Self-Blame,1.0000000000000002,0.0,True
CERQ_Self-Blame Norm,CERQ_Acceptance,0.22169471371786528,0.03175751316231824,False
CERQ_Self-Blame Norm,CERQ_Rumination,0.23520409842232032,0.022489871160524543,False
CERQ_Self-Blame Norm,CERQ_Positive Refocusing,-0.2611855026953195,0.010999786540901568,False
CERQ_Self-Blame Norm,CERQ_Refocusing on Planning,-0.29567414385534707,0.0038121989223683173,False
CERQ_Self-Blame Norm,CERQ_Positive Reappraisal,-0.3395094647025988,0.000815022462762247,False
CERQ_Self-Blame Norm,CERQ_Putting into Perspective,-0.13566742375210666,0.19230783155902878,False
CERQ_Self-Blame Norm,CERQ_Catastrophizing,0.3743711931005352,0.00020141739121135437,False
CERQ_Self-Blame Norm,CERQ_Other-Blame,-0.15788674833391347,0.12855191202514088,False
CERQ_Acceptance Norm,Age,-0.11302131599114816,0.2780986800540413,False
CERQ_Acceptance Norm,Sex_f1_m2,0.01995521691281086,0.8486013244828092,False
CERQ_Acceptance Norm,Group_MDD1_HC2,0.09049750943805118,0.3856965646935925,False
CERQ_Acceptance Norm,Factor1,-0.06419767545913073,0.5387355392288338,False
CERQ_Acceptance Norm,Factor2,-0.01901485683137354,0.8556567841362104,False
CERQ_Acceptance Norm,Factor3,-0.07570666536384166,0.4683145319138325,False
CERQ_Acceptance Norm,Factor4,-0.10592551343662718,0.30957844461890244,False
CERQ_Acceptance Norm,Factor5,0.1085009563617879,0.2978952510304993,False
CERQ_Acceptance Norm,BVAQ_New,-0.03733062072890109,0.7209303375039703,False
CERQ_Acceptance Norm,BDI-II Sum score,0.024374932562100136,0.8156089210331204,False
CERQ_Acceptance Norm,STAI2,-0.08529690322341334,0.4136939825523188,False
CERQ_Acceptance Norm,STAI1,-0.14483093119972573,0.16369381206797698,False
CERQ_Acceptance Norm,WMS Correct Norm,0.022548567457352422,0.8292069406021243,False
CERQ_Acceptance Norm,WMS Correct,0.02800993780929216,0.7887105156389698,False
CERQ_Acceptance Norm,DigitSpan_Forwards_Span,0.1240303093068515,0.23364019546427828,False
CERQ_Acceptance Norm,DigitSpan_ForwardsTotal Score,0.11181503693460086,0.2832931755802795,False
CERQ_Acceptance Norm,DigitSpan_Backwards_Span,0.12211097501158809,0.24101129742290128,False
CERQ_Acceptance Norm,DigitSpan_Backwards_Total Score,0.12255417137655855,0.2392950898585585,False
CERQ_Acceptance Norm,DERS_Total Score,-0.06573155514152994,0.5290574899894618,False
CERQ_Acceptance Norm,DERS_Total Score Norm,-0.07254903403154847,0.48712163013940274,False
CERQ_Acceptance Norm,DERS_Non-Acceptance of Emotional Reactions Norm,0.05782839942188072,0.5798327299345999,False
CERQ_Acceptance Norm,DERS_Problems with Goal-Oriented Behavior Norm,-0.09682643257678489,0.3532051785667351,False
CERQ_Acceptance Norm,DERS_Impulse Control Problems Norm,-0.11321451744467909,0.27727267689987045,False
CERQ_Acceptance Norm,DERS_Lack of Emotional Awareness Norm,-0.19351122827627656,0.061655724342428234,False
CERQ_Acceptance Norm,DERS_Limited Access to Emotion Regulation Strategies Norm,-0.01468121548690879,0.8883102078533619,False
CERQ_Acceptance Norm,DERS_Lack of Emotional Clarity Norm,-0.0036915270842846344,0.9718310186677994,False
CERQ_Acceptance Norm,DERS_Non-Acceptance of Emotional Reactions,0.06488152168416617,0.534410031083551,False
CERQ_Acceptance Norm,DERS_Problems with Goal-Oriented Behavior,-0.09822289433928705,0.34627226519130466,False
CERQ_Acceptance Norm,DERS_Impulse Control Problems,-0.11157830139948946,0.28432014872879763,False
CERQ_Acceptance Norm,DERS_Lack of Emotional Awareness,-0.19023993635139827,0.06627238285073365,False
CERQ_Acceptance Norm,DERS_Limited Access to Emotion Regulation Strategies,-0.01518473048184507,0.8845056223706129,False
CERQ_Acceptance Norm,DERS_Lack of Emotional Clarity,-0.0009768513244058229,0.9925445115159375,False
CERQ_Acceptance Norm,CERQ_Self-Blame Norm,0.22169702804494343,0.03175568447938496,False
CERQ_Acceptance Norm,CERQ_Acceptance Norm,1.0,0.0,True
CERQ_Acceptance Norm,CERQ_Rumination Norm,0.14031571405450857,0.17737137409513698,False
